Mouse,Slice,Soma_Area_microns2,Soma_MajorAxisLength_microns,Roundness,Object_Number,NumberBranchEnds,NumberNonTrunkBranches,NumberTrunks,TotalObjectSkeletonLength_microns,AverageBranchLength_microns,Virus
169-5-6,slice1,61.5636,11.2642241,0.617776754,69,5,2,3,13.58668204,2.717336408,Cyr61
169-5-6,slice1,48.2013,9.461331943,0.685589742,70,5,1,4,4.214924303,0.842984861,Cyr61
169-5-6,slice1,54.0666,11.87215921,0.48840461,71,22,24,4,135.7525475,4.848305267,Cyr61
169-5-6,slice1,62.0487,10.52219895,0.713558835,72,8,4,4,26.29733369,3.287166712,Cyr61
169-5-6,slice1,58.8735,13.71224443,0.398669381,73,7,1,6,17.48351541,2.497645059,Cyr61
169-5-6,slice1,86.3037,15.83312238,0.438335249,74,2,0,2,3.041909133,1.520954567,Cyr61
169-5-6,slice1,46.0404,11.00122536,0.484358676,75,10,4,6,30.46130348,3.046130348,Cyr61
169-5-6,slice1,45.0702,7.78408235,0.947075845,76,5,2,3,17.45366692,3.490733384,Cyr61
169-5-6,slice1,58.7853,13.96275953,0.383916113,77,7,3,4,33.13416702,4.733452431,Cyr61
169-5-6,slice1,64.6065,10.41730583,0.758010994,78,14,13,5,82.01215293,4.556230718,Cyr61
169-5-6,slice1,68.1345,14.0414461,0.440000852,79,10,7,6,39.44290969,3.034069976,Cyr61
169-5-6,slice1,57.3741,11.05515963,0.597717497,80,7,2,5,42.86878862,6.12411266,Cyr61
169-5-6,slice1,34.0011,8.331612382,0.62365581,81,8,5,3,57.91054622,7.238818277,Cyr61
169-5-6,slice1,39.3372,9.163018292,0.596535722,82,8,3,5,32.74401541,4.093001926,Cyr61
172-4-3,slice1,51.9498,11.35072912,0.513388906,1,2,1,1,9.929697098,4.964848549,Cyr61
172-4-3,slice1,48.1131,8.682024777,0.812702165,2,0,0,0,0,0,Cyr61
172-4-3,slice1,38.9403,10.15183746,0.481083099,3,6,5,1,18.30859115,3.051431858,Cyr61
172-4-3,slice1,82.6434,11.61316993,0.780219378,4,8,3,5,19.06160633,2.382700791,Cyr61
172-4-3,slice1,46.1286,11.67760014,0.430698334,5,6,3,3,18.38065174,3.063441957,Cyr61
172-4-3,slice1,109.5003,17.31426212,0.465069064,6,22,18,8,129.3444562,4.974786779,Cyr61
172-4-3,slice1,66.0618,10.17684716,0.812145828,7,19,16,5,106.4853651,5.070731673,Cyr61
172-4-3,slice1,70.2954,11.02959154,0.735729494,8,17,11,8,84.19551651,4.431342974,Cyr61
172-4-3,slice1,63.4599,11.49891206,0.611077083,9,11,8,5,74.36516767,5.720397513,Cyr61
172-4-3,slice1,42.6447,8.445781746,0.761194205,10,6,8,5,51.8478342,3.988294939,Cyr61
172-4-3,slice1,39.69,8.407463684,0.714926207,11,5,2,3,13.63763652,2.727527304,Cyr61
172-4-3,slice1,42.6888,8.696510828,0.718677389,12,15,14,3,63.2835615,3.722562441,Cyr61
172-4-3,slice1,78.3216,14.4860214,0.475218594,13,3,1,2,4.424924278,1.474974759,Cyr61
172-4-3,slice1,38.0142,9.568156312,0.528687997,14,6,3,3,13.36175759,2.226959598,Cyr61
172-4-3,slice1,48.5982,11.17184389,0.495770391,15,6,3,3,28.18115182,4.696858637,Cyr61
172-4-3,slice1,78.9831,14.30239843,0.491616612,16,14,6,10,74.45215244,4.653259527,Cyr61
172-4-3,slice1,60.7698,12.79977394,0.472273227,17,15,8,9,46.41768243,2.730451908,Cyr61
172-4-3,slice1,31.8402,7.380111471,0.744320641,18,6,4,4,23.97240955,2.996551194,Cyr61
172-4-3,slice1,55.6983,11.85342824,0.5047358,19,14,11,7,71.72215253,3.984564029,Cyr61
172-4-3,slice1,85.9509,12.11733472,0.745326114,20,13,10,5,59.66260687,3.977507125,Cyr61
172-4-3,slice1,71.2215,12.89779077,0.545118071,21,11,6,7,61.38119777,4.721630598,Cyr61
172-4-3,slice1,58.0356,10.97074003,0.613949641,22,18,16,6,104.391547,4.745070319,Cyr61
172-4-3,slice1,65.0034,11.76433378,0.598014226,23,13,8,5,77.38341003,5.952570002,Cyr61
172-4-3,slice1,77.6601,12.6165282,0.621195554,24,6,2,6,31.17828839,3.897286048,Cyr61
172-4-3,slice1,68.796,13.19075337,0.50342422,25,13,8,5,37.4808489,2.883142223,Cyr61
172-4-3,slice1,60.858,11.07486959,0.631757713,26,12,7,5,71.5332588,5.9611049,Cyr61
172-4-3,slice1,53.8461,8.775165679,0.890335566,27,14,10,4,83.67104669,5.976503335,Cyr61
172-4-3,slice1,66.591,13.38427266,0.473299564,28,18,16,7,81.95501656,3.56326159,Cyr61
172-4-3,slice1,52.9641,12.16434955,0.455736626,29,0,0,0,0,0,Cyr61
172-4-3,slice1,36.603,8.391126071,0.661890745,30,0,0,0,0,0,Cyr61
172-4-3,slice1,36.9117,8.351900498,0.673757392,31,2,2,2,13.62271229,3.405678073,Cyr61
172-4-3,slice1,94.0653,13.40192764,0.666814486,32,19,13,8,62.62627349,2.9822035,Cyr61
172-4-3,slice1,60.3729,9.538465706,0.844880158,33,22,19,7,123.4171228,4.746812414,Cyr61
172-4-3,slice1,66.15,13.64526121,0.452351734,34,10,5,7,24.23336391,2.019446992,Cyr61
172-4-3,slice1,49.7007,12.20220599,0.42500684,35,12,15,5,65.83959192,3.291979596,Cyr61
172-4-3,slice1,65.4003,15.21148106,0.359871005,36,10,6,8,43.56466734,3.111761953,Cyr61
172-4-3,slice1,50.9796,8.657256188,0.866056057,37,14,10,5,69.20215258,4.613476838,Cyr61
172-4-3,slice1,58.9617,11.45750105,0.571873937,38,21,17,6,104.8202894,4.557403885,Cyr61
172-4-3,slice1,45.423,11.55953364,0.432817993,39,6,1,5,20.85843968,3.476406613,Cyr61
172-4-3,slice1,57.3741,10.61465179,0.648357443,40,6,2,4,16.40366692,2.733944487,Cyr61
172-4-3,slice1,58.9176,9.581312245,0.817156386,41,7,4,3,36.83592474,5.262274963,Cyr61
172-4-3,slice1,69.3252,13.30140804,0.4988914,42,8,5,3,32.2432125,4.030401563,Cyr61
172-4-3,slice1,54.0666,10.64985793,0.606948091,43,7,2,5,30.63527323,4.376467604,Cyr61
172-4-3,slice1,50.274,8.667644748,0.852023068,44,9,6,5,48.50275824,4.409341658,Cyr61
172-4-3,slice1,58.1238,11.98338537,0.515353306,45,6,1,7,16.62859122,2.078573903,Cyr61
172-4-3,slice1,79.2918,11.41083328,0.775360505,46,13,14,5,70.69944038,3.721023178,Cyr61
172-4-3,slice1,37.8819,10.50380972,0.437167814,47,7,6,5,31.24416694,2.840378813,Cyr61
172-4-3,slice1,49.392,9.413437619,0.709692528,48,15,8,7,66.68833435,4.445888956,Cyr61
172-4-3,slice1,61.0785,10.46206682,0.710499052,49,12,9,3,89.90772861,7.492310717,Cyr61
172-4-3,slice1,34.9713,9.493174576,0.494081918,50,13,9,6,52.02180377,3.468120252,Cyr61
172-4-3,slice1,63.4599,12.4931634,0.517683903,51,10,5,5,31.21431854,3.121431854,Cyr61
172-4-3,slice1,58.1238,14.0240447,0.376285552,52,12,6,6,47.15577341,3.929647784,Cyr61
172-4-3,slice1,57.1095,11.33327302,0.566119057,53,9,8,5,38.39290949,2.95330073,Cyr61
172-4-3,slice1,62.9748,14.96374259,0.358093516,54,21,15,6,72.48390998,3.451614761,Cyr61
172-4-3,slice1,44.6733,9.266039638,0.662475537,55,6,3,3,24.56637919,4.094396532,Cyr61
172-4-3,slice1,42.8211,9.603628541,0.59114937,56,5,3,2,31.89527315,6.379054631,Cyr61
172-4-3,slice1,57.9033,11.38358359,0.568925543,57,11,7,6,40.07909151,3.083007039,Cyr61
172-4-3,slice1,78.2775,11.41713696,0.764597095,58,6,1,5,30.59924283,5.099873804,Cyr61
172-4-3,slice1,76.5135,12.61519068,0.612153798,59,19,24,5,98.01948609,3.379982279,Cyr61
172-4-3,slice1,54.7722,9.841137597,0.720078254,60,12,6,8,38.52210675,2.751579054,Cyr61
172-4-3,slice1,44.2323,9.243335716,0.659162037,61,16,14,6,84.45391018,4.222695509,Cyr61
172-4-3,slice1,55.2573,11.35283732,0.545872166,62,11,6,6,49.99386447,4.166155372,Cyr61
172-4-3,slice1,33.4278,8.984718217,0.527240777,63,5,1,4,13.32572744,2.665145487,Cyr61
172-4-3,slice1,70.6482,12.64847136,0.562257343,64,0,0,0,0,0,Cyr61
172-4-3,slice1,52.2144,9.714220832,0.704505627,65,6,2,7,27.17336408,3.019262676,Cyr61
172-4-3,slice1,56.8008,15.88416103,0.286639481,66,3,1,2,6.539848618,2.179949539,Cyr61
172-4-3,slice1,61.7841,11.66292001,0.578325376,67,21,15,12,99.34536499,3.679457963,Cyr61
172-4-3,slice1,67.8258,15.54613184,0.357322489,68,28,26,6,144.521593,4.516299781,Cyr61
172-4-3,slice1,63.1071,12.41073003,0.521667384,69,10,4,6,38.76813695,3.876813695,Cyr61
172-4-3,slice1,62.8425,12.95576727,0.476691378,70,10,7,5,36.03813697,3.00317808,Cyr61
172-4-3,slice1,78.8508,19.12784149,0.274400118,71,5,1,4,11.64572744,2.329145487,Cyr61
172-4-3,slice1,43.7031,10.57659203,0.497428721,72,6,5,3,31.10622767,3.888278459,Cyr61
172-4-3,slice1,52.0821,8.943885922,0.828983914,73,7,5,2,42.39783395,6.056833422,Cyr61
172-4-3,slice1,45.423,8.359822885,0.827545307,74,2,0,3,3.620954592,1.206984864,Cyr61
172-4-3,slice1,31.9725,7.03822674,0.821788779,75,2,0,2,1.730954579,0.86547729,Cyr61
172-4-3,slice1,58.9176,12.72726257,0.463111065,76,18,12,6,89.1547136,4.953039644,Cyr61
172-4-3,slice1,63.5922,9.83952773,0.836306477,77,10,6,4,56.70150081,5.670150081,Cyr61
172-4-3,slice1,54.3753,13.63805884,0.372225965,78,9,4,8,46.41768253,3.868140211,Cyr61
172-4-3,slice1,68.7519,15.61393195,0.359062672,79,4,3,5,15.71653041,1.964566301,Cyr61
172-4-3,slice1,79.7769,13.2343015,0.579942887,80,7,7,2,35.90019748,3.988910831,Cyr61
172-4-3,slice1,50.4945,10.39537633,0.594940813,81,12,8,6,52.05165217,3.717975155,Cyr61
172-4-3,slice1,34.7508,7.413348215,0.805093139,82,9,3,6,22.47256092,2.496951214,Cyr61
172-4-3,slice1,41.4099,10.13221616,0.513576812,83,6,4,2,38.71718231,6.452863719,Cyr61
172-4-3,slice1,58.7412,14.24586514,0.368532061,84,28,22,6,156.386063,5.585216534,Cyr61
172-4-3,slice1,88.7292,14.14553481,0.564596187,85,29,19,10,104.9371227,3.618521473,Cyr61
172-4-3,slice1,45.9522,10.5576002,0.524911398,86,6,2,5,12.92065158,1.845807368,Cyr61
172-4-3,slice1,72.7209,12.31542443,0.610478813,87,16,9,8,78.54406178,4.620238928,Cyr61
172-4-3,slice1,63.9009,13.89671804,0.421301108,88,15,12,5,62.74928881,3.691134636,Cyr61
172-4-3,slice1,73.5147,11.86385636,0.665016695,89,16,7,11,45.04084921,2.5022694,Cyr61
172-4-3,slice1,57.9474,11.78803824,0.530959018,90,14,9,5,51.52356094,3.680254353,Cyr61
172-4-3,slice1,41.7186,8.159402827,0.797853391,91,10,4,6,37.68210669,3.768210669,Cyr61
172-4-3,slice1,45.0261,10.1883156,0.552293169,92,9,8,3,38.97813692,3.543466992,Cyr61
172-4-3,slice1,36.162,8.156143058,0.692138315,93,16,18,6,96.69360751,4.028900313,Cyr61
172-4-3,slice1,59.0058,12.15376144,0.508608257,94,19,19,6,104.7183802,4.188735207,Cyr61
172-4-3,slice1,45.7317,10.45290578,0.532909415,95,21,18,5,95.56280443,4.15490454,Cyr61
172-4-3,slice1,47.3634,11.75726121,0.436255239,96,7,3,4,16.75160638,2.393086626,Cyr61
172-4-3,slice1,45.9963,8.943475183,0.732184286,97,1,0,1,1.136984868,1.136984868,Cyr61
172-4-3,slice1,56.5362,10.72902361,0.625340175,98,10,6,6,35.84924291,2.98743691,Cyr61
172-4-3,slice1,37.3527,8.706572378,0.62739014,99,9,7,6,29.44733377,2.265179521,Cyr61
172-4-3,slice1,50.3181,9.961873849,0.645583284,100,15,13,6,63.73959179,3.354715357,Cyr61
172-4-3,slice1,61.2549,12.75248476,0.479580292,101,9,3,6,29.59145487,3.28793943,Cyr61
172-4-3,slice1,69.9867,13.22989106,0.509111725,102,9,3,8,31.61321265,2.873928423,Cyr61
172-4-3,slice1,54.0666,10.91631722,0.577679403,103,8,6,3,46.06974295,5.118860327,Cyr61
172-4-3,slice2,53.4051,10.70891205,0.592928257,1,11,4,7,31.21431847,2.837665316,Cyr61
172-4-3,slice2,33.2073,9.0682045,0.514163299,2,4,2,3,12.57271227,2.514542454,Cyr61
172-4-3,slice2,39.1608,9.164665201,0.593647257,3,13,14,5,68.45531924,3.602911539,Cyr61
172-4-3,slice2,104.8257,17.70640088,0.425713385,4,1,0,3,3.323969711,1.107989904,Cyr61
172-4-3,slice2,53.9343,11.05619425,0.561776858,5,2,0,2,5.018893976,2.509446988,Cyr61
172-4-3,slice2,73.1619,13.05459058,0.546598685,6,7,4,5,23.11130332,2.567922591,Cyr61
172-4-3,slice2,42.9534,9.890095203,0.55912218,7,9,8,3,38.51592487,3.501447715,Cyr61
172-4-3,slice2,86.7006,14.65491102,0.514003232,8,6,2,4,16.66462144,2.777436906,Cyr61
172-4-3,slice2,76.2048,11.89120331,0.686184395,9,9,7,6,59.67753106,4.590579312,Cyr61
172-4-3,slice2,92.6541,17.76505454,0.373802043,10,5,4,1,35.30622772,7.061245544,Cyr61
172-4-3,slice2,52.5672,9.755863349,0.703223777,11,2,0,2,3.758894001,1.879447001,Cyr61
172-4-3,slice2,44.0118,9.349217433,0.641104358,12,3,1,2,7.7128637,2.570954567,Cyr61
172-4-3,slice2,48.2013,10.9832611,0.508752145,13,8,5,5,27.29019742,2.729019742,Cyr61
172-4-3,slice2,44.0118,8.655053226,0.748065737,14,5,3,4,17.97557606,2.567939436,Cyr61
172-4-3,slice2,41.1453,8.298903007,0.760657189,15,5,1,5,8.741757726,1.456959621,Cyr61
172-4-3,slice2,49.3479,9.976612487,0.631266274,16,14,10,4,65.53642525,4.681173232,Cyr61
172-4-3,slice2,86.0391,14.16824926,0.545724687,17,4,1,3,19.04050037,4.760125093,Cyr61
172-4-3,slice2,44.982,8.925032548,0.719000616,18,16,12,4,74.57516788,4.660947993,Cyr61
172-4-3,slice2,61.5195,14.62056992,0.366432775,19,6,1,7,19.14859107,2.393573884,Cyr61
172-4-3,slice2,67.7376,13.37954033,0.48178973,20,12,5,7,41.12290984,3.426909153,Cyr61
172-4-3,slice2,48.6864,9.754811184,0.651448437,21,4,0,5,14.49256076,2.898512152,Cyr61
172-4-3,slice2,49.6566,9.374975865,0.719360823,22,0,0,0,0,0,Cyr61
172-4-3,slice2,57.771,10.42949117,0.676228955,23,14,9,8,52.96371286,3.115512521,Cyr61
172-4-3,slice2,63.504,9.885021051,0.827477137,24,7,7,4,40.21084921,3.655531746,Cyr61
172-4-3,slice2,35.0595,8.826994976,0.572914848,25,10,5,5,38.69607611,3.869607611,Cyr61
172-4-3,slice2,57.2859,11.96915727,0.509132373,26,14,8,6,60.2802429,4.305731636,Cyr61
172-4-3,slice2,56.0952,11.48486251,0.541482242,27,5,3,2,18.59065178,3.718130355,Cyr61
172-4-3,slice2,67.6935,11.88719729,0.609955493,28,8,3,5,42.80290951,5.350363689,Cyr61
172-4-3,slice2,44.1882,9.425458315,0.633302898,29,5,2,5,13.48477278,1.926396112,Cyr61
172-4-3,slice2,78.7185,10.23785619,0.956244343,30,15,14,3,81.20200101,4.776588294,Cyr61
172-4-3,slice2,66.2823,9.62882262,0.910251317,31,13,7,7,81.10883433,5.793488166,Cyr61
172-4-3,slice2,59.0499,12.38519558,0.490143838,32,15,12,4,102.7202894,6.420018088,Cyr61
172-4-3,slice2,76.0725,17.31707795,0.322989634,33,7,3,6,20.87954572,2.319949524,Cyr61
172-4-3,slice2,52.7436,10.52209785,0.606562023,34,10,5,5,60.96737954,6.096737954,Cyr61
172-4-3,slice2,53.9343,9.051828183,0.83811297,35,6,4,4,25.98542462,3.248178078,Cyr61
172-4-3,slice2,52.479,11.00924601,0.55129051,36,7,3,4,21.29954568,3.04279224,Cyr61
172-4-3,slice2,48.2895,8.680151043,0.816034016,37,28,25,5,134.3906382,4.479687938,Cyr61
172-4-3,slice2,50.2299,9.318823304,0.73646189,38,8,1,7,31.08512168,3.88564021,Cyr61
172-4-3,slice2,63.0189,15.28727295,0.343337229,39,18,11,7,58.66356143,3.259086746,Cyr61
172-4-3,slice2,46.1286,10.08824183,0.577097807,40,7,3,4,26.76828829,3.824041184,Cyr61
172-4-3,slice2,51.7734,13.97419996,0.337569265,41,12,11,4,61.30039476,4.086692984,Cyr61
172-4-3,slice2,47.3634,9.263708262,0.702721515,42,17,17,5,95.59265311,4.345120596,Cyr61
172-4-3,slice2,51.9939,11.51669307,0.499122247,43,7,3,5,28.81733372,3.602166715,Cyr61
172-4-3,slice2,54.4194,10.33261211,0.648998384,44,4,0,4,9.75572745,2.438931862,Cyr61
172-4-3,slice2,50.4504,9.155358607,0.766344443,45,12,10,4,57.68562208,4.120401577,Cyr61
172-4-3,slice2,45.8199,9.475881062,0.649718232,46,6,2,6,27.89034894,3.486293617,Cyr61
172-4-3,slice2,45.864,10.61918647,0.517844721,47,3,0,3,7.010803084,2.336934361,Cyr61
172-4-3,slice2,41.4099,9.530705418,0.580449188,48,3,0,3,11.39969721,3.79989907,Cyr61
172-4-3,slice2,39.2049,8.020091548,0.776053778,49,11,9,4,44.90290986,3.454069989,Cyr61
172-4-3,slice2,88.7733,19.23087419,0.305628908,50,27,24,6,153.0471692,5.101572305,Cyr61
172-4-3,slice2,47.8044,10.89144535,0.513105839,51,15,8,7,57.12150067,3.808100045,Cyr61
172-4-3,slice2,47.7603,9.927565817,0.617009165,52,4,0,4,6.995878894,1.748969724,Cyr61
172-4-3,slice2,49.1274,9.373558452,0.711909708,53,6,6,2,33.62622764,4.203278456,Cyr61
172-4-3,slice2,31.8843,10.05665091,0.401402669,54,9,3,6,26.14447013,2.904941126,Cyr61
172-4-3,slice2,75.6315,18.5359315,0.280274768,55,23,20,4,100.7407438,4.19753099,Cyr61
172-4-3,slice2,38.0142,8.000616349,0.756151962,56,11,8,3,41.71687952,3.792443593,Cyr61
172-4-3,slice2,65.709,10.74059021,0.725234879,57,7,3,4,37.63115214,5.375878876,Cyr61
172-4-3,slice2,41.5422,8.646400942,0.707503952,58,15,19,4,102.4233045,4.453187153,Cyr61
172-4-3,slice2,62.0046,13.17536339,0.454787819,59,18,19,9,112.9866227,4.035236525,Cyr61
172-4-3,slice2,50.8032,10.86009525,0.548446057,60,7,5,4,22.52351551,2.502612835,Cyr61
172-4-3,slice2,74.1321,11.07138269,0.770038955,61,32,29,9,181.8284724,4.784959799,Cyr61
172-4-3,slice2,52.6113,10.116394,0.654542244,62,11,8,4,57.61356128,4.801130106,Cyr61
172-4-3,slice2,65.0475,13.58065088,0.449055023,63,4,0,6,8.741757663,1.456959611,Cyr61
172-4-3,slice2,84.0105,17.83710598,0.336197828,64,14,12,6,92.02265283,5.112369602,Cyr61
172-4-3,slice2,62.0928,11.0244971,0.65047976,65,30,29,7,144.7526989,4.020908303,Cyr61
172-4-3,slice2,52.5672,11.54273042,0.502351679,66,9,5,4,44.21577331,4.912863701,Cyr61
172-4-3,slice2,51.0678,10.09168627,0.638454255,67,13,8,6,80.33215271,5.738010908,Cyr61
172-4-3,slice2,67.6935,13.64035264,0.463239828,68,19,26,5,119.7452138,3.862748831,Cyr61
172-4-3,slice2,50.6268,10.89414018,0.543131108,69,13,7,6,45.81497039,3.524228491,Cyr61
172-4-3,slice2,35.8974,10.25231438,0.434839796,70,11,14,3,77.45803142,4.556354789,Cyr61
172-4-3,slice2,81.2763,13.71727793,0.549968945,71,33,28,11,165.2631992,4.237517928,Cyr61
172-4-3,slice2,43.2621,7.992463351,0.862296073,72,10,9,5,39.5211519,2.822939421,Cyr61
172-4-3,slice2,33.5601,10.41255615,0.394111087,73,4,2,4,9.683666722,1.613944454,Cyr61
172-4-3,slice2,44.6292,8.205328312,0.843989989,74,14,10,4,71.25119818,5.089371299,Cyr61
172-4-3,slice2,37.8819,8.799043941,0.622975402,75,3,0,3,18.27256087,6.090853624,Cyr61
172-4-3,slice2,52.038,11.20280698,0.527930811,76,15,11,6,88.5669254,5.209819141,Cyr61
172-4-3,slice2,57.3741,12.77518566,0.447601532,77,10,8,4,45.26577335,3.772147779,Cyr61
172-4-3,slice2,55.566,9.631081025,0.762727105,78,7,3,4,19.2865306,2.755218657,Cyr61
172-4-3,slice2,42.4242,8.995190855,0.667579536,79,4,2,6,15.6506517,1.956331463,Cyr61
172-4-3,slice2,50.0094,9.422063377,0.717248618,80,6,1,5,15.91160631,2.651934384,Cyr61
172-4-3,slice2,51.4206,11.87116559,0.464580025,81,10,11,3,49.03959156,3.502827969,Cyr61
172-4-3,slice2,62.9307,11.94924271,0.561166731,82,10,3,7,22.50240947,2.250240947,Cyr61
172-4-3,slice2,48.2013,8.893478218,0.775935423,83,8,5,3,28.73034884,3.591293605,Cyr61
172-4-3,slice2,52.9641,11.12672722,0.54469932,84,10,6,6,41.18004607,3.431670506,Cyr61
172-4-3,slice2,38.1465,8.456976084,0.679101376,85,17,17,6,90.24692531,3.923779361,Cyr61
172-4-3,slice2,41.895,8.890654052,0.67484633,86,22,17,5,117.9869714,5.363044155,Cyr61
172-4-3,slice2,80.262,12.89659218,0.614426817,87,16,12,4,82.56391025,5.160244391,Cyr61
172-4-3,slice2,41.895,9.563409885,0.583239291,88,16,16,4,74.60245559,3.730122779,Cyr61
172-4-3,slice2,88.641,16.20653526,0.429699065,89,29,33,6,163.0190782,4.179976365,Cyr61
172-4-3,slice2,56.448,11.26650369,0.566213671,90,23,27,6,147.0503353,4.456070768,Cyr61
172-4-3,slice2,40.6602,8.588045788,0.701925349,91,3,2,1,8.762863737,2.920954579,Cyr61
172-4-3,slice2,55.6542,9.843271252,0.731356552,92,4,2,2,7.307787965,1.826946991,Cyr61
172-4-3,slice2,55.125,11.37151246,0.542778027,93,15,10,5,65.6892888,4.37928592,Cyr61
172-4-3,slice2,61.8723,11.89928819,0.556370908,94,17,13,8,93.46898624,4.450904106,Cyr61
172-4-3,slice2,64.5183,12.87419881,0.495624323,95,13,13,8,72.7273798,3.463208562,Cyr61
172-4-3,slice2,54.1548,10.44509102,0.63200806,96,17,12,5,84.88265275,4.99309722,Cyr61
172-4-3,slice2,46.7901,9.789303377,0.621670868,97,9,4,3,30.88130353,4.41161479,Cyr61
172-4-3,slice2,72.5004,11.4958086,0.698508142,98,17,13,9,67.33944017,3.060883644,Cyr61
172-4-3,slice2,55.5219,12.85066564,0.428078277,99,7,4,5,23.17462141,2.574957935,Cyr61
172-4-3,slice2,78.057,14.1771941,0.494471658,100,12,7,7,36.02321276,2.573086626,Cyr61
172-4-3,slice2,54.243,10.26158515,0.655880792,101,16,14,5,93.14727375,4.902488092,Cyr61
172-4-3,slice2,44.4087,8.820426129,0.726773435,102,9,4,5,26.38431845,2.931590939,Cyr61
172-4-3,slice2,52.4349,8.941645408,0.83501769,103,13,13,4,62.5753192,3.68090113,Cyr61
172-4-3,slice2,45.9522,9.887233904,0.598503659,104,14,11,5,66.48451612,4.155282257,Cyr61
175-1-5,slice1,58.2561,10.57416802,0.663375018,1,8,1,7,11.0666819,1.383335238,Cyr61_MD
175-1-5,slice1,56.7126,8.978701456,0.895700082,2,6,3,3,35.41431877,5.902386462,Cyr61_MD
175-1-5,slice1,49.7889,12.42563024,0.410587571,3,0,0,0,0,0,Cyr61_MD
175-1-5,slice1,57.0654,11.91909626,0.51144193,4,11,4,7,70.44722837,6.404293488,Cyr61_MD
175-1-5,slice1,66.3264,13.45987177,0.466138205,5,9,5,4,30.33210639,3.370234043,Cyr61_MD
175-1-5,slice1,43.3944,8.383925172,0.786047914,6,0,0,0,0,0,Cyr61_MD
175-1-5,slice1,50.7591,8.719763212,0.849991628,7,3,1,2,12.64477292,4.214924307,Cyr61_MD
175-1-5,slice1,81.4527,13.16859645,0.598048803,8,4,1,3,11.90668197,2.976670492,Cyr61_MD
175-1-5,slice1,32.3694,7.508085916,0.731116021,9,4,1,3,18.32351538,4.580878844,Cyr61_MD
175-1-5,slice1,38.6316,12.53430451,0.313077842,10,6,1,5,21.48843968,3.581406613,Cyr61_MD
175-1-5,slice1,34.5744,8.361390329,0.629662422,11,1,0,1,3.374924253,3.374924253,Cyr61_MD
175-1-5,slice1,40.9689,8.888845637,0.660197223,12,18,13,9,104.3555166,4.743432574,Cyr61_MD
175-1-5,slice1,72.1035,13.37050041,0.513536293,13,7,2,5,17.43256086,2.490365837,Cyr61_MD
175-1-5,slice1,47.2311,12.73974623,0.370524239,14,11,7,4,73.54009177,6.685462888,Cyr61_MD
175-1-5,slice1,61.8723,11.55178111,0.590348518,15,3,0,3,7.082863762,2.360954587,Cyr61_MD
175-1-5,slice1,53.6697,9.408587328,0.771952265,16,16,11,7,85.09009224,4.727227346,Cyr61_MD
175-1-5,slice1,73.4706,12.19348868,0.629169624,17,9,7,4,50.56672815,4.596975287,Cyr61_MD
175-1-5,slice1,57.1977,10.5849839,0.649992403,18,8,5,7,44.5549703,3.712914192,Cyr61_MD
175-1-5,slice1,49.5243,10.87909079,0.532774294,19,9,3,6,25.55924288,2.839915875,Cyr61_MD
175-1-5,slice1,60.9903,13.23829557,0.443105093,20,5,2,3,13.78175781,2.756351563,Cyr61_MD
175-1-5,slice1,70.1631,13.27614735,0.506844526,21,9,5,4,36.4221066,4.046900734,Cyr61_MD
175-1-5,slice1,38.2347,7.785885185,0.803067065,22,9,2,7,18.86653062,2.09628118,Cyr61_MD
175-1-5,slice1,58.8735,11.40202558,0.576588467,23,10,5,5,25.44240944,2.544240944,Cyr61_MD
175-1-5,slice1,61.4754,12.36784786,0.511709186,24,3,1,4,11.22572746,2.245145492,Cyr61_MD
175-1-5,slice1,51.1119,10.43880596,0.597214708,25,10,9,5,72.9584859,5.211320422,Cyr61_MD
175-1-5,slice1,51.8175,9.114800721,0.794131126,26,7,7,6,51.84165208,3.987819391,Cyr61_MD
175-1-5,slice1,47.2311,9.739652723,0.633944495,27,10,8,4,47.80687945,3.983906621,Cyr61_MD
175-1-5,slice1,83.4372,14.52124217,0.503804803,28,5,3,6,16.94050016,1.882277795,Cyr61_MD
175-1-5,slice1,62.0046,10.6438698,0.696842967,29,21,14,7,80.19421334,3.818772064,Cyr61_MD
175-1-5,slice1,64.0332,12.56027434,0.516793537,30,6,0,6,22.27130318,3.711883863,Cyr61_MD
175-1-5,slice1,81.1881,14.16307035,0.515332666,31,11,5,7,53.71672807,4.476394005,Cyr61_MD
175-1-5,slice1,56.2275,13.91545783,0.369712295,32,14,12,6,78.88325875,4.382403264,Cyr61_MD
175-1-5,slice1,107.5158,17.45435977,0.449339463,33,3,0,4,16.90446992,4.22611748,Cyr61_MD
175-1-5,slice1,33.2955,11.35178822,0.328978184,34,1,0,4,10.86286381,2.715715953,Cyr61_MD
175-1-5,slice1,82.5111,12.40347224,0.682866704,35,7,2,6,33.6710004,4.20887505,Cyr61_MD
175-1-5,slice1,60.0642,12.0733847,0.524647657,36,11,11,2,57.09165227,4.391665559,Cyr61_MD
175-1-5,slice1,56.2716,11.15990698,0.575278619,37,2,1,1,5.996833398,2.998416699,Cyr61_MD
175-1-5,slice1,35.3682,10.37224842,0.418578827,38,16,13,5,88.53707718,4.91872651,Cyr61_MD
175-1-5,slice1,69.5457,11.77765594,0.638355604,39,17,11,8,63.51722798,3.343011999,Cyr61_MD
175-1-5,slice1,47.9808,8.488745352,0.847794495,40,9,3,6,44.97497028,4.99721892,Cyr61_MD
